Objekt,Date,Sign,CleaningType,DateTime
BBT 325,2019-04-23,andhan,Syradisk,2019-04-23 12:33
BBT 307,2019-04-23,qvamag,Lutdisk,2019-04-23 23:37
BBT 304,2019-04-24,qvamag,Lutdisk,2019-04-24 03:06
Filtret-Veckoavslut,2019-04-18,normar,Lutsterilning,2019-04-18 18:23
BBT 306,2019-04-24,jakgun,Syradisk,2019-04-24 08:04
BBT 311,2019-04-24,jakgun,Syradisk,2019-04-24 11:02
BBT 324,2019-04-24,jakgun,Lutdisk,2019-04-24 13:23
BBT 309,2019-04-24,arafre,Syradisk,2019-04-24 15:30
BBT 320,2019-04-24,mölpet,Syradisk,2019-04-24 23:57
Maltax,2019-04-18,normar,Rengjord,2019-04-18 17:47
BBT 308,2019-04-24,qvamag,Syradisk,2019-04-24 01:34
BBT 316,2019-04-25,qvamag,Lutdisk,2019-04-25 22:44
BBT 323,2019-04-26,qvamag,Lutdisk,2019-04-26 04:11
BBT 321,2019-04-26,jakgun,Syradisk,2019-04-26 06:02
BBT 322,2019-04-28,jircec,Lutdisk,2019-04-28 10:37
BBT 305,2019-04-29,gusmar,Syradisk,2019-04-29 10:48
BBT 323,2019-04-29,mölpet,Syradisk,2019-04-29 20:43
BBT 314,2019-04-25,mölpet,Syradisk,2019-04-25 01:31
BBT 309,2019-04-30,gusmar,Lutdisk,2019-04-30 11:32
BBT 304,2019-04-30,gusmar,Syradisk,2019-04-30 13:28
Filtret Sterilning,2019-04-30,karada,Genomförd,2019-04-30 20:26
BBT 324,2019-05-01,andhan,Syradisk,2019-05-01 01:00
BBT 310,2019-05-01,andhan,Syradisk,2019-05-01 05:06
BBT 309,2019-05-01,andhan,Syradisk,2019-05-01 02:24
BBT 318,2019-04-30,andhan,Syradisk,2019-04-30 04:12
BBT 314,2019-05-02,jakgun,Lutdisk,2019-05-02 00:20
BBT 322,2019-05-01,mölpet,Syradisk,2019-05-01 15:54
BBT 315,2019-05-02,jakgun,Lutdisk,2019-05-02 01:48
BBT 310,2019-04-25,andhan,Lutdisk,2019-04-25 12:32
BBT 325,2019-05-02,gusmar,Syradisk,2019-05-02 08:29
BBT 306,2019-05-02,gusmar,Syradisk,2019-05-02 09:48
BBT 316,2019-05-02,gusmar,Syradisk,2019-05-02 11:39
BBT 321,2019-05-02,karada,Lutdisk,2019-05-02 14:03
BBT 304,2019-05-01,gusmar,Syradisk,2019-05-01 12:49
BBT 322,2019-05-02,karada,Syradisk,2019-05-02 15:03
BBT 317,2019-05-03,gusmar,Syradisk,2019-05-03 15:08
T34,2019-05-05,mölpet,Syradisk,2019-05-05 11:50
Filtret-Veckoavslut,2019-05-05,mölpet,Lutsterilning,2019-05-05 11:50
T45,2019-05-05,mölpet,Lutdisk,2019-05-05 14:09
BBT 312,2019-05-05,mölpet,Lutdisk,2019-05-05 14:19
BBT 313,2019-05-06,gusmar,Lutdisk,2019-05-06 00:44
BBT 308,2019-05-02,andhan,Lutdisk,2019-05-02 23:57
BBT 311,2019-05-06,assulf,Syradisk,2019-05-06 07:37
BBT 316,2019-05-06,assulf,Syradisk,2019-05-06 13:29
BBT 305,2019-05-06,svejan,Lutdisk,2019-05-06 14:38
BBT 324,2019-05-06,assulf,Syradisk,2019-05-06 11:58
BBT 323,2019-05-06,svejan,Syradisk,2019-05-06 20:30
BBT 318,2019-05-07,svejan,Syradisk,2019-05-07 14:28
BBT 307,2019-05-08,leajon,Syradisk,2019-05-08 03:53
BBT 310,2019-05-08,assulf,Syradisk,2019-05-08 13:39
BBT 317,2019-05-06,assulf,Syradisk,2019-05-06 10:25
BBT 325,2019-05-08,svejan,Lutdisk,2019-05-08 20:21
BBT 315,2019-05-09,arafre,Syradisk,2019-05-09 06:55
BBT 320,2019-05-09,leajon,Lutdisk,2019-05-09 03:45
BBT 304,2019-05-09,arafre,Syradisk,2019-05-09 08:59
BBT 310,2019-05-09,jakgun,Syradisk,2019-05-09 16:27
BBT 322,2019-05-09,jakgun,Syradisk,2019-05-09 14:55
BBT 317,2019-05-09,jakgun,Syradisk,2019-05-09 17:46
BBT 308,2019-05-09,leajon,Syradisk,2019-05-09 01:55
BBT 305,2019-05-10,assulf,Syradisk,2019-05-10 08:34
BBT 312,2019-05-10,svejan,Syradisk,2019-05-10 20:55
BBT 325,2019-05-10,svejan,Syradisk,2019-05-10 18:40
BBT 307,2019-05-14,qvamag,Lutdisk,2019-05-14 08:16
BBT 306,2019-05-10,assulf,Lutdisk,2019-05-10 11:27
BBT 309,2019-05-13,mölpet,Syradisk,2019-05-13 11:15
BBT 314,2019-05-15,arafre,Syradisk,2019-05-15 01:42
BBT 310,2019-05-15,gusmar,Lutdisk,2019-05-15 16:52
BBT 308,2019-05-15,gusmar,Syradisk,2019-05-15 18:54
BBT 311,2019-05-15,gusmar,Lutdisk,2019-05-15 19:56
BBT 320,2019-05-15,gusmar,Syradisk,2019-05-15 21:30
BBT 305,2019-05-16,qvamag,Lutdisk,2019-05-16 10:46
BBT 324,2019-05-16,qvamag,Lutdisk,2019-05-16 11:54
BBT 318,2019-05-16,arafre,Lutdisk,2019-05-16 23:18
BBT 325,2019-05-16,gusmar,Syradisk,2019-05-16 18:50
BBT 311,2019-05-17,arafre,Syradisk,2019-05-17 05:33
Kontrollera BBT:er i Citect,2019-05-17,gusmar,Genomförd,2019-05-17 19:08
Aldox,2019-05-17,gusmar,Syradisk,2019-05-17 22:34
Vattenfilter,2019-05-17,gusmar,Genomförd,2019-05-17 22:35
Filtret-Veckoavslut,2019-05-17,gusmar,Lutsterilning,2019-05-17 22:35
Maltax,2019-05-17,gusmar,Rengjord,2019-05-17 22:36
Filtret Sterilning,2019-05-17,gusmar,Genomförd,2019-05-17 22:36
Gurtank T66,2019-05-17,gusmar,Syradisk,2019-05-17 23:57
T34,2019-05-18,gusmar,Lutdisk,2019-05-18 00:29
T45,2019-05-18,gusmar,Syradisk,2019-05-18 01:58
BBT 314,2019-05-18,mölpet,Lutdisk,2019-05-18 12:13
BBT 315,2019-05-18,mölpet,Syradisk,2019-05-18 14:12
InternCIP av TrycktanksCIP-tankar,2019-05-18,mölpet,Genomförd,2019-05-18 15:06
BBT 324,2019-05-19,gusmar,Syradisk,2019-05-19 10:36
BBT 306,2019-05-19,gusmar,Syradisk,2019-05-19 12:08
BBT 325,2019-05-20,andhan,Syradisk,2019-05-20 10:08
BBT 311,2019-05-20,jircec,Syradisk,2019-05-20 15:49
BBT 310,2019-05-20,jircec,Syradisk,2019-05-20 17:12
BBT 312,2019-05-20,jircec,Syradisk,2019-05-20 19:49
BBT 322,2019-05-21,karada,Lutdisk,2019-05-21 02:22
BBT 307,2019-05-21,sekarola,Lutdisk,2019-05-21T13:32:02+02:00
JT 62,2019-05-21,sekarola,Lutdisk,2019-05-21T13:35:23+02:00
Balanssystemet jÃ¤skÃ¤llaren,2019-05-21,sekarola,Lutdisk,2019-05-21T13:35:34+02:00
